YEAR,MO,DY,HR,T2M,RH2M,PS,WS10M,WD10M
2013,1,18,21,25.09,93.75,99.33,1.6,281.53
2013,1,18,22,24.87,95.06,99.31,2.34,298.27
2013,1,18,23,24.69,95.5,99.23,3.2,297.44
2013,1,19,0,24.48,95.31,99.16,3.61,288.4
2013,1,19,1,24.28,94.88,99.1,3.62,281.58
2013,1,19,2,24.1,94.69,99.09,3.39,277.14
2013,1,19,3,23.97,94.56,99.12,3.0,277.03
2013,1,19,4,23.88,94.31,99.17,2.68,280.75
2013,1,19,5,23.94,93.69,99.21,2.39,288.91
2013,1,19,6,25.22,89.31,99.25,2.45,294.85
2013,1,19,7,26.57,81.88,99.27,3.16,285.48
2013,1,19,8,27.52,78.31,99.26,3.87,279.52
2013,1,19,9,28.22,77.12,99.26,4.75,277.18
2013,1,19,10,28.56,77.19,99.22,5.41,272.98
2013,1,19,11,28.61,78.31,99.17,5.65,265.95
2013,1,19,12,28.5,79.88,99.11,5.83,259.65
2013,1,19,13,28.18,81.44,99.04,6.11,255.64
2013,1,19,14,27.58,84.38,99.0,6.11,251.12
2013,1,19,15,26.87,88.12,99.0,5.81,245.95
2013,1,19,16,26.23,91.56,99.04,5.45,239.98
2013,1,19,17,25.82,93.25,99.12,5.17,236.14
2013,1,19,18,25.62,93.38,99.19,4.97,234.14
2013,1,19,19,25.54,93.31,99.25,4.79,234.7
2013,1,19,20,25.47,93.06,99.3,4.93,238.15
2013,1,19,21,25.4,93.12,99.29,5.15,241.96
2013,1,19,22,25.35,93.25,99.26,5.28,246.24
2013,1,19,23,25.3,93.5,99.18,5.23,251.97
2013,1,20,0,25.19,94.19,99.11,4.88,257.99
2013,1,20,1,25.1,94.5,99.07,4.5,264.92
2013,1,20,2,24.97,94.94,99.08,4.17,272.9
2013,1,20,3,24.8,95.25,99.11,4.16,281.16
2013,1,20,4,24.67,95.19,99.14,4.21,285.51
2013,1,20,5,24.65,94.88,99.19,4.33,284.31
2013,1,20,6,25.07,93.62,99.26,4.73,281.53
2013,1,20,7,25.74,91.38,99.31,4.95,277.34
2013,1,20,8,26.51,88.0,99.32,5.47,270.41
2013,1,20,9,27.03,85.44,99.3,5.98,263.47
2013,1,20,10,27.32,83.75,99.28,6.39,266.64
2013,1,20,11,27.46,82.38,99.24,6.53,271.58
2013,1,20,12,27.71,81.0,99.17,6.34,271.62
2013,1,20,13,27.87,80.19,99.07,6.02,269.26
2013,1,20,14,27.83,80.5,99.0,5.67,265.81
2013,1,20,15,27.55,82.38,98.98,5.1,263.84
2013,1,20,16,27.06,85.31,99.02,4.31,260.93
2013,1,20,17,26.35,89.88,99.1,3.46,256.03
2013,1,20,18,25.83,92.06,99.18,3.25,251.78
2013,1,20,19,25.65,92.88,99.24,3.31,248.83
2013,1,20,20,25.54,93.5,99.29,3.4,248.15
2013,1,20,21,25.48,93.88,99.31,3.52,248.27
2013,1,20,22,25.42,94.12,99.29,3.66,250.17
2013,1,20,23,25.36,94.19,99.25,3.77,253.86
2013,1,21,0,25.27,94.0,99.19,3.9,256.8
2013,1,21,1,25.18,93.62,99.14,4.1,258.13
