YEAR,MO,DY,HR,T2M,RH2M,PS,WS10M,WD10M
2013,1,17,8,26.05,88.75,98.99,4.36,332.38
2013,1,17,9,26.25,88.0,99.0,5.06,333.91
2013,1,17,10,26.44,86.94,98.95,5.73,335.25
2013,1,17,11,26.6,86.0,98.87,6.27,336.66
2013,1,17,12,26.75,84.88,98.79,6.51,338.17
2013,1,17,13,26.87,83.94,98.71,6.39,338.64
2013,1,17,14,26.9,83.69,98.65,6.03,338.09
2013,1,17,15,26.84,84.25,98.63,5.45,338.4
2013,1,17,16,26.65,85.94,98.66,4.56,339.98
2013,1,17,17,26.24,88.56,98.75,3.45,343.04
2013,1,17,18,25.69,90.0,98.83,2.91,348.54
2013,1,17,19,25.52,90.38,98.9,2.72,355.22
2013,1,17,20,25.4,90.69,98.94,2.56,0.7
2013,1,17,21,25.26,90.94,98.97,2.36,3.22
2013,1,17,22,25.12,91.12,98.95,2.23,3.81
2013,1,17,23,24.98,91.31,98.87,2.16,4.78
2013,1,18,0,24.85,91.5,98.77,2.07,6.51
2013,1,18,1,24.69,91.81,98.69,2.08,11.48
2013,1,18,2,24.55,92.25,98.65,2.22,11.39
2013,1,18,3,24.48,92.69,98.65,2.42,4.26
2013,1,18,4,24.5,92.94,98.68,2.55,351.55
2013,1,18,5,24.6,93.0,98.75,2.64,337.22
2013,1,18,6,25.21,92.81,98.82,2.71,324.52
2013,1,18,7,25.76,92.06,98.9,3.43,314.08
2013,1,18,8,25.94,91.62,98.95,4.68,309.92
2013,1,18,9,25.85,91.25,98.96,5.76,309.99
2013,1,18,10,25.71,90.25,98.94,6.46,312.89
2013,1,18,11,25.43,89.31,98.92,6.7,318.17
2013,1,18,12,25.3,88.25,98.9,6.68,323.41
2013,1,18,13,25.4,87.19,98.85,6.3,327.51
2013,1,18,14,25.56,86.5,98.79,5.74,330.19
2013,1,18,15,25.66,86.5,98.76,5.18,331.23
2013,1,18,16,25.65,87.19,98.78,4.71,330.93
2013,1,18,17,25.37,89.69,98.84,4.05,332.2
2013,1,18,18,24.84,91.88,98.89,3.76,334.02
2013,1,18,19,24.73,92.38,98.94,3.8,333.65
2013,1,18,20,24.62,92.88,98.98,3.66,333.65
2013,1,18,21,24.51,93.31,99.01,3.35,333.67
2013,1,18,22,24.42,93.25,99.01,3.01,330.11
2013,1,18,23,24.39,93.19,98.96,2.65,323.64
2013,1,19,0,24.44,93.12,98.87,2.33,308.75
2013,1,19,1,24.43,93.56,98.79,2.23,286.91
2013,1,19,2,24.5,93.69,98.74,2.73,267.21
2013,1,19,3,24.72,93.44,98.73,3.52,256.15
2013,1,19,4,24.94,93.19,98.73,4.33,252.9
2013,1,19,5,25.05,93.38,98.76,4.69,253.56
2013,1,19,6,25.44,92.69,98.85,4.56,258.63
2013,1,19,7,26.05,91.06,98.96,5.04,265.64
2013,1,19,8,26.38,89.94,99.01,5.53,273.57
2013,1,19,9,26.59,88.62,99.02,6.24,279.14
2013,1,19,10,26.77,87.38,98.98,6.8,281.53
2013,1,19,11,26.88,86.69,98.94,6.96,282.32
2013,1,19,12,26.87,86.44,98.88,7.03,282.58
2013,1,19,13,26.73,87.12,98.82,6.98,281.56
2013,1,19,14,26.55,88.12,98.76,6.78,279.55
2013,1,19,15,26.37,89.0,98.73,6.45,278.0
2013,1,19,16,26.15,90.12,98.74,5.87,276.88
2013,1,19,17,25.83,91.62,98.79,4.99,275.21
2013,1,19,18,25.4,92.69,98.86,4.22,274.46
2013,1,19,19,25.27,93.06,98.92,3.84,274.32
2013,1,19,20,25.24,93.19,98.98,3.72,274.81
2013,1,19,21,25.23,93.25,99.02,3.76,275.01
2013,1,19,22,25.19,93.19,99.03,3.83,277.39
2013,1,19,23,25.15,93.19,98.99,3.94,281.09
2013,1,20,0,25.07,93.0,98.93,4.18,283.96
2013,1,20,1,25.0,92.69,98.87,4.36,287.1
2013,1,20,2,24.94,92.38,98.84,4.45,290.12
2013,1,20,3,24.88,92.06,98.84,4.45,293.69
2013,1,20,4,24.86,91.75,98.87,4.47,297.68
2013,1,20,5,24.86,91.75,98.91,4.51,301.41
2013,1,20,6,25.27,91.19,98.96,4.69,304.35
2013,1,20,7,25.76,90.12,99.01,5.24,306.27
2013,1,20,8,26.12,88.44,99.03,5.74,306.98
2013,1,20,9,26.53,86.25,99.0,6.18,306.16
2013,1,20,10,27.04,83.75,98.95,6.37,304.66
2013,1,20,11,27.41,81.81,98.9,6.27,303.16
2013,1,20,12,27.6,80.81,98.85,6.02,301.52
2013,1,20,13,27.66,80.25,98.81,5.82,298.91
2013,1,20,14,27.58,80.19,98.75,5.66,295.4
2013,1,20,15,27.33,81.0,98.74,5.47,292.32
2013,1,20,16,26.94,83.0,98.76,5.03,289.42
2013,1,20,17,26.37,86.75,98.82,4.21,286.92
2013,1,20,18,25.68,90.19,98.9,3.62,285.89
2013,1,20,19,25.48,91.31,98.96,3.53,283.45
2013,1,20,20,25.34,92.12,99.01,3.43,282.1
2013,1,20,21,25.25,92.56,99.02,3.37,282.33
2013,1,20,22,25.14,92.81,99.02,3.27,285.36
2013,1,20,23,25.03,93.12,98.99,3.3,288.91
2013,1,21,0,24.94,93.38,98.94,3.41,290.39
2013,1,21,1,24.88,93.5,98.87,3.52,289.96
2013,1,21,2,24.85,93.44,98.82,3.53,289.92
